Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,10,257
CQ,Clarke Quay,08-04-2024,10,143
FN,Funan,08-04-2024,10,260
PS,Plaza Singapura,08-04-2024,10,587
RCS,Raffles City,08-04-2024,10,584
TAO,The Atrium@Orchard,08-04-2024,10,17
BM,Bedok Mall,08-04-2024,10,166
TM,Tampines Mall,08-04-2024,10,493
BPP,Bukit Panjang Plaza,08-04-2024,10,257
J8,Junction 8,08-04-2024,10,194
LO,Lot One,08-04-2024,10,254
IMM,IMM,08-04-2024,10,775
WG,Westgate,08-04-2024,10,394
CG,CapitaGreen,08-04-2024,10,78
CT,Capital Tower,08-04-2024,10,0
SBR,Six Battery Road,08-04-2024,10,57
CS,CapitaSpring,08-04-2024,10,162
