Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,13-04-2024,13,101
CQ,Clarke Quay,13-04-2024,13,136
FN,Funan,13-04-2024,13,89
PS,Plaza Singapura,13-04-2024,13,85
RCS,Raffles City,13-04-2024,13,314
TAO,The Atrium@Orchard,13-04-2024,13,4
BM,Bedok Mall,13-04-2024,13,0
TM,Tampines Mall,13-04-2024,13,73
BPP,Bukit Panjang Plaza,13-04-2024,13,108
J8,Junction 8,13-04-2024,13,17
LO,Lot One,13-04-2024,13,102
IMM,IMM,13-04-2024,13,503
WG,Westgate,13-04-2024,13,6
CG,CapitaGreen,13-04-2024,13,161
CT,Capital Tower,13-04-2024,13,32
SBR,Six Battery Road,13-04-2024,13,147
CS,CapitaSpring,13-04-2024,13,327
