Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,13,139
CQ,Clarke Quay,09-04-2024,13,46
FN,Funan,09-04-2024,13,133
PS,Plaza Singapura,09-04-2024,13,295
RCS,Raffles City,09-04-2024,13,298
TAO,The Atrium@Orchard,09-04-2024,13,6
BM,Bedok Mall,09-04-2024,13,7
TM,Tampines Mall,09-04-2024,13,254
BPP,Bukit Panjang Plaza,09-04-2024,13,139
J8,Junction 8,09-04-2024,13,26
LO,Lot One,09-04-2024,13,169
IMM,IMM,09-04-2024,13,332
WG,Westgate,09-04-2024,13,117
CG,CapitaGreen,09-04-2024,13,79
CT,Capital Tower,09-04-2024,13,0
SBR,Six Battery Road,09-04-2024,13,50
CS,CapitaSpring,09-04-2024,13,181
