Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,13,179
CQ,Clarke Quay,02-04-2024,13,54
FN,Funan,02-04-2024,13,101
PS,Plaza Singapura,02-04-2024,13,290
RCS,Raffles City,02-04-2024,13,273
TAO,The Atrium@Orchard,02-04-2024,13,3
BM,Bedok Mall,02-04-2024,13,13
TM,Tampines Mall,02-04-2024,13,326
BPP,Bukit Panjang Plaza,02-04-2024,13,155
J8,Junction 8,02-04-2024,13,65
LO,Lot One,02-04-2024,13,155
IMM,IMM,02-04-2024,13,443
WG,Westgate,02-04-2024,13,165
CG,CapitaGreen,02-04-2024,13,73
CT,Capital Tower,02-04-2024,13,0
SBR,Six Battery Road,02-04-2024,13,52
CS,CapitaSpring,02-04-2024,13,162
