Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,13-04-2024,11,194
CQ,Clarke Quay,13-04-2024,11,203
FN,Funan,13-04-2024,11,211
PS,Plaza Singapura,13-04-2024,11,354
RCS,Raffles City,13-04-2024,11,621
TAO,The Atrium@Orchard,13-04-2024,11,17
BM,Bedok Mall,13-04-2024,11,33
TM,Tampines Mall,13-04-2024,11,190
BPP,Bukit Panjang Plaza,13-04-2024,11,191
J8,Junction 8,13-04-2024,11,74
LO,Lot One,13-04-2024,11,163
IMM,IMM,13-04-2024,11,799
WG,Westgate,13-04-2024,11,133
CG,CapitaGreen,13-04-2024,11,160
CT,Capital Tower,13-04-2024,11,33
SBR,Six Battery Road,13-04-2024,11,152
CS,CapitaSpring,13-04-2024,11,325
