Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,11,209
CQ,Clarke Quay,09-04-2024,11,95
FN,Funan,09-04-2024,11,199
PS,Plaza Singapura,09-04-2024,11,461
RCS,Raffles City,09-04-2024,11,499
TAO,The Atrium@Orchard,09-04-2024,11,0
BM,Bedok Mall,09-04-2024,11,107
TM,Tampines Mall,09-04-2024,11,364
BPP,Bukit Panjang Plaza,09-04-2024,11,206
J8,Junction 8,09-04-2024,11,132
LO,Lot One,09-04-2024,11,204
IMM,IMM,09-04-2024,11,550
WG,Westgate,09-04-2024,11,315
CG,CapitaGreen,09-04-2024,11,60
CT,Capital Tower,09-04-2024,11,0
SBR,Six Battery Road,09-04-2024,11,53
CS,CapitaSpring,09-04-2024,11,167
