Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,20,191
CQ,Clarke Quay,31-03-2024,20,121
FN,Funan,31-03-2024,20,232
PS,Plaza Singapura,31-03-2024,20,346
RCS,Raffles City,31-03-2024,20,650
TAO,The Atrium@Orchard,31-03-2024,20,63
BM,Bedok Mall,31-03-2024,20,55
TM,Tampines Mall,31-03-2024,20,179
BPP,Bukit Panjang Plaza,31-03-2024,20,166
J8,Junction 8,31-03-2024,20,113
LO,Lot One,31-03-2024,20,147
IMM,IMM,31-03-2024,20,583
WG,Westgate,31-03-2024,20,132
CG,CapitaGreen,31-03-2024,20,175
CT,Capital Tower,31-03-2024,20,22
SBR,Six Battery Road,31-03-2024,20,149
CS,CapitaSpring,31-03-2024,20,338
