Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,22,104
CQ,Clarke Quay,12-04-2024,22,0
FN,Funan,12-04-2024,22,263
PS,Plaza Singapura,12-04-2024,22,492
RCS,Raffles City,12-04-2024,22,649
TAO,The Atrium@Orchard,12-04-2024,22,35
BM,Bedok Mall,12-04-2024,22,211
TM,Tampines Mall,12-04-2024,22,574
BPP,Bukit Panjang Plaza,12-04-2024,22,310
J8,Junction 8,12-04-2024,22,237
LO,Lot One,12-04-2024,22,257
IMM,IMM,12-04-2024,22,947
WG,Westgate,12-04-2024,22,485
CG,CapitaGreen,12-04-2024,22,162
CT,Capital Tower,12-04-2024,22,62
SBR,Six Battery Road,12-04-2024,22,119
CS,CapitaSpring,12-04-2024,22,174
