Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,19,195
CQ,Clarke Quay,01-04-2024,19,162
FN,Funan,01-04-2024,19,190
PS,Plaza Singapura,01-04-2024,19,377
RCS,Raffles City,01-04-2024,19,553
TAO,The Atrium@Orchard,01-04-2024,19,13
BM,Bedok Mall,01-04-2024,19,25
TM,Tampines Mall,01-04-2024,19,241
BPP,Bukit Panjang Plaza,01-04-2024,19,184
J8,Junction 8,01-04-2024,19,91
LO,Lot One,01-04-2024,19,145
IMM,IMM,01-04-2024,19,554
WG,Westgate,01-04-2024,19,226
CG,CapitaGreen,01-04-2024,19,156
CT,Capital Tower,01-04-2024,19,13
SBR,Six Battery Road,01-04-2024,19,46
CS,CapitaSpring,01-04-2024,19,181
