Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,10,266
CQ,Clarke Quay,01-04-2024,10,168
FN,Funan,01-04-2024,10,288
PS,Plaza Singapura,01-04-2024,10,567
RCS,Raffles City,01-04-2024,10,614
TAO,The Atrium@Orchard,01-04-2024,10,15
BM,Bedok Mall,01-04-2024,10,153
TM,Tampines Mall,01-04-2024,10,515
BPP,Bukit Panjang Plaza,01-04-2024,10,271
J8,Junction 8,01-04-2024,10,193
LO,Lot One,01-04-2024,10,260
IMM,IMM,01-04-2024,10,740
WG,Westgate,01-04-2024,10,419
CG,CapitaGreen,01-04-2024,10,83
CT,Capital Tower,01-04-2024,10,0
SBR,Six Battery Road,01-04-2024,10,63
CS,CapitaSpring,01-04-2024,10,191
