Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,09,299
CQ,Clarke Quay,06-04-2024,09,272
FN,Funan,06-04-2024,09,348
PS,Plaza Singapura,06-04-2024,09,601
RCS,Raffles City,06-04-2024,09,888
TAO,The Atrium@Orchard,06-04-2024,09,22
BM,Bedok Mall,06-04-2024,09,218
TM,Tampines Mall,06-04-2024,09,512
BPP,Bukit Panjang Plaza,06-04-2024,09,283
J8,Junction 8,06-04-2024,09,231
LO,Lot One,06-04-2024,09,275
IMM,IMM,06-04-2024,09,1183
WG,Westgate,06-04-2024,09,504
CG,CapitaGreen,06-04-2024,09,167
CT,Capital Tower,06-04-2024,09,49
SBR,Six Battery Road,06-04-2024,09,153
CS,CapitaSpring,06-04-2024,09,341
