Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,14,1
CQ,Clarke Quay,10-04-2024,14,120
FN,Funan,10-04-2024,14,21
PS,Plaza Singapura,10-04-2024,14,25
RCS,Raffles City,10-04-2024,14,289
TAO,The Atrium@Orchard,10-04-2024,14,19
BM,Bedok Mall,10-04-2024,14,0
TM,Tampines Mall,10-04-2024,14,35
BPP,Bukit Panjang Plaza,10-04-2024,14,164
J8,Junction 8,10-04-2024,14,15
LO,Lot One,10-04-2024,14,99
IMM,IMM,10-04-2024,14,29
WG,Westgate,10-04-2024,14,3
CG,CapitaGreen,10-04-2024,14,172
CT,Capital Tower,10-04-2024,14,51
SBR,Six Battery Road,10-04-2024,14,142
CS,CapitaSpring,10-04-2024,14,316
