Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,14,164
CQ,Clarke Quay,09-04-2024,14,70
FN,Funan,09-04-2024,14,127
PS,Plaza Singapura,09-04-2024,14,317
RCS,Raffles City,09-04-2024,14,375
TAO,The Atrium@Orchard,09-04-2024,14,0
BM,Bedok Mall,09-04-2024,14,38
TM,Tampines Mall,09-04-2024,14,252
BPP,Bukit Panjang Plaza,09-04-2024,14,178
J8,Junction 8,09-04-2024,14,66
LO,Lot One,09-04-2024,14,169
IMM,IMM,09-04-2024,14,411
WG,Westgate,09-04-2024,14,167
CG,CapitaGreen,09-04-2024,14,69
CT,Capital Tower,09-04-2024,14,0
SBR,Six Battery Road,09-04-2024,14,38
CS,CapitaSpring,09-04-2024,14,160
