Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,15-04-2024,12,209
CQ,Clarke Quay,15-04-2024,12,43
FN,Funan,15-04-2024,12,159
PS,Plaza Singapura,15-04-2024,12,315
RCS,Raffles City,15-04-2024,12,319
TAO,The Atrium@Orchard,15-04-2024,12,7
BM,Bedok Mall,15-04-2024,12,25
TM,Tampines Mall,15-04-2024,12,326
BPP,Bukit Panjang Plaza,15-04-2024,12,183
J8,Junction 8,15-04-2024,12,67
LO,Lot One,15-04-2024,12,171
IMM,IMM,15-04-2024,12,395
WG,Westgate,15-04-2024,12,179
CG,CapitaGreen,15-04-2024,12,63
CT,Capital Tower,15-04-2024,12,0
SBR,Six Battery Road,15-04-2024,12,26
CS,CapitaSpring,15-04-2024,12,169
