Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,22,252
CQ,Clarke Quay,31-03-2024,22,228
FN,Funan,31-03-2024,22,365
PS,Plaza Singapura,31-03-2024,22,624
RCS,Raffles City,31-03-2024,22,920
TAO,The Atrium@Orchard,31-03-2024,22,92
BM,Bedok Mall,31-03-2024,22,231
TM,Tampines Mall,31-03-2024,22,578
BPP,Bukit Panjang Plaza,31-03-2024,22,300
J8,Junction 8,31-03-2024,22,272
LO,Lot One,31-03-2024,22,273
IMM,IMM,31-03-2024,22,1150
WG,Westgate,31-03-2024,22,539
CG,CapitaGreen,31-03-2024,22,178
CT,Capital Tower,31-03-2024,22,22
SBR,Six Battery Road,31-03-2024,22,153
CS,CapitaSpring,31-03-2024,22,348
