Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,19,161
CQ,Clarke Quay,31-03-2024,19,89
FN,Funan,31-03-2024,19,152
PS,Plaza Singapura,31-03-2024,19,220
RCS,Raffles City,31-03-2024,19,539
TAO,The Atrium@Orchard,31-03-2024,19,54
BM,Bedok Mall,31-03-2024,19,1
TM,Tampines Mall,31-03-2024,19,42
BPP,Bukit Panjang Plaza,31-03-2024,19,94
J8,Junction 8,31-03-2024,19,16
LO,Lot One,31-03-2024,19,56
IMM,IMM,31-03-2024,19,349
WG,Westgate,31-03-2024,19,0
CG,CapitaGreen,31-03-2024,19,175
CT,Capital Tower,31-03-2024,19,21
SBR,Six Battery Road,31-03-2024,19,147
CS,CapitaSpring,31-03-2024,19,334
