Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,14,190
CQ,Clarke Quay,05-04-2024,14,87
FN,Funan,05-04-2024,14,152
PS,Plaza Singapura,05-04-2024,14,309
RCS,Raffles City,05-04-2024,14,403
TAO,The Atrium@Orchard,05-04-2024,14,3
BM,Bedok Mall,05-04-2024,14,54
TM,Tampines Mall,05-04-2024,14,348
BPP,Bukit Panjang Plaza,05-04-2024,14,184
J8,Junction 8,05-04-2024,14,90
LO,Lot One,05-04-2024,14,182
IMM,IMM,05-04-2024,14,441
WG,Westgate,05-04-2024,14,222
CG,CapitaGreen,05-04-2024,14,107
CT,Capital Tower,05-04-2024,14,0
SBR,Six Battery Road,05-04-2024,14,65
CS,CapitaSpring,05-04-2024,14,183
