Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,22,266
CQ,Clarke Quay,01-04-2024,22,233
FN,Funan,01-04-2024,22,344
PS,Plaza Singapura,01-04-2024,22,625
RCS,Raffles City,01-04-2024,22,885
TAO,The Atrium@Orchard,01-04-2024,22,43
BM,Bedok Mall,01-04-2024,22,222
TM,Tampines Mall,01-04-2024,22,582
BPP,Bukit Panjang Plaza,01-04-2024,22,310
J8,Junction 8,01-04-2024,22,253
LO,Lot One,01-04-2024,22,290
IMM,IMM,01-04-2024,22,990
WG,Westgate,01-04-2024,22,526
CG,CapitaGreen,01-04-2024,22,168
CT,Capital Tower,01-04-2024,22,14
SBR,Six Battery Road,01-04-2024,22,48
CS,CapitaSpring,01-04-2024,22,180
