Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,18,178
CQ,Clarke Quay,09-04-2024,18,111
FN,Funan,09-04-2024,18,161
PS,Plaza Singapura,09-04-2024,18,378
RCS,Raffles City,09-04-2024,18,532
TAO,The Atrium@Orchard,09-04-2024,18,11
BM,Bedok Mall,09-04-2024,18,54
TM,Tampines Mall,09-04-2024,18,268
BPP,Bukit Panjang Plaza,09-04-2024,18,163
J8,Junction 8,09-04-2024,18,124
LO,Lot One,09-04-2024,18,169
IMM,IMM,09-04-2024,18,534
WG,Westgate,09-04-2024,18,208
CG,CapitaGreen,09-04-2024,18,114
CT,Capital Tower,09-04-2024,18,62
SBR,Six Battery Road,09-04-2024,18,44
CS,CapitaSpring,09-04-2024,18,154
