Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,13-04-2024,12,155
CQ,Clarke Quay,13-04-2024,12,164
FN,Funan,13-04-2024,12,125
PS,Plaza Singapura,13-04-2024,12,201
RCS,Raffles City,13-04-2024,12,439
TAO,The Atrium@Orchard,13-04-2024,12,14
BM,Bedok Mall,13-04-2024,12,0
TM,Tampines Mall,13-04-2024,12,101
BPP,Bukit Panjang Plaza,13-04-2024,12,148
J8,Junction 8,13-04-2024,12,19
LO,Lot One,13-04-2024,12,107
IMM,IMM,13-04-2024,12,604
WG,Westgate,13-04-2024,12,29
CG,CapitaGreen,13-04-2024,12,164
CT,Capital Tower,13-04-2024,12,36
SBR,Six Battery Road,13-04-2024,12,154
CS,CapitaSpring,13-04-2024,12,329
